_index_reports,_index_players,Assists,Blocks,Minutes played,Points,Total rebounds,Steals
248,138,10.0,,,23.0,6.0,2.0
248,527,3.0,,20.0,22.0,2.0,
248,385,,,,13.0,10.0,
248,48,9.0,,,26.0,11.0,
248,398,5.0,,35.0,23.0,5.0,
249,11,,3.0,,22.0,,
249,459,5.0,,,28.0,12.0,
249,53,15.0,,,14.0,,3.0
249,200,,,32.0,25.0,,
249,423,,,,29.0,,
249,464,5.0,2.0,,26.0,10.0,
249,363,3.0,,,16.0,,
250,132,3.0,,33.0,14.0,1.0,
250,328,,,30.0,30.0,,
250,358,,,24.0,10.0,,
250,534,,,,19.0,4.0,
250,321,,,34.0,12.0,23.0,
250,457,,,,20.0,,
250,53,7.0,,30.0,12.0,,
250,214,,,,10.0,6.0,
250,473,,,,12.0,,
251,448,6.0,1.0,27.0,15.0,3.0,3.0
251,336,5.0,,29.0,20.0,4.0,
251,227,2.0,,29.0,18.0,4.0,2.0
251,2,1.0,,,,,
251,345,,,25.0,10.0,9.0,
251,3,4.0,,30.0,20.0,4.0,2.0
251,263,1.0,,25.0,18.0,,
252,526,,,,21.0,8.0,
252,81,,,28.0,20.0,,
252,327,,,,11.0,,
252,359,,,,15.0,10.0,
252,138,13.0,,,18.0,5.0,
252,337,3.0,,33.0,23.0,3.0,
253,405,,,,,,1.0
253,127,,,,,,1.0
253,335,,,23.0,21.0,,
253,441,,,,10.0,,
253,504,,,,19.0,,
253,491,,,,17.0,,
253,49,2.0,5.0,,25.0,8.0,1.0
253,344,,,,10.0,,
253,448,,,,21.0,,
253,76,,,,22.0,,
254,153,8.0,,,34.0,8.0,
254,213,,,,25.0,11.0,
255,423,,2.0,,24.0,13.0,
255,465,,,,24.0,14.0,
255,208,,,,16.0,,
255,363,,,,20.0,,
255,469,,,,26.0,13.0,
255,154,3.0,,,19.0,4.0,
255,88,4.0,,,10.0,13.0,
256,137,4.0,,36.0,18.0,6.0,
256,128,,4.0,27.0,11.0,5.0,
256,514,,,,16.0,,
256,485,9.0,,32.0,12.0,9.0,
257,459,,,,24.0,6.0,
257,331,7.0,1.0,36.0,,6.0,
257,421,,,28.0,14.0,,
257,556,,,18.0,12.0,,
257,364,3.0,,,18.0,2.0,
258,282,,,,27.0,,
258,240,13.0,,,35.0,,
258,479,7.0,,,21.0,11.0,1.0
258,340,11.0,,,36.0,,1.0
259,89,,,,24.0,8.0,
259,381,5.0,,36.0,23.0,,
259,137,,,,17.0,,
259,35,5.0,,,20.0,4.0,
259,326,6.0,,,11.0,12.0,
259,456,,,,19.0,,
259,147,7.0,,28.0,17.0,,
260,212,,,,11.0,7.0,
260,180,,,,13.0,12.0,
260,215,,,,26.0,,
260,265,12.0,,,20.0,,
260,111,,6.0,,11.0,14.0,
260,238,,,,14.0,,
260,54,,,,26.0,11.0,
260,281,10.0,,,32.0,,
260,136,,,,16.0,,
261,514,,,,29.0,,
261,128,,,,27.0,15.0,
261,468,,,,17.0,,
261,402,,,,12.0,,
261,223,,,,12.0,,
261,287,,,,15.0,,
261,367,,,,21.0,,
261,48,12.0,,,15.0,,
261,398,,,,22.0,,
261,292,,,,15.0,,
262,271,5.0,2.0,,14.0,3.0,2.0
262,242,,,,16.0,10.0,
262,390,,,,18.0,,
262,523,2.0,2.0,,15.0,8.0,2.0
262,458,5.0,1.0,,16.0,9.0,
262,187,2.0,,25.0,15.0,3.0,4.0
263,135,4.0,1.0,25.0,11.0,14.0,
263,14,4.0,,34.0,11.0,7.0,
263,142,3.0,,23.0,24.0,1.0,1.0
263,48,,,,24.0,,
263,308,,5.0,29.0,10.0,2.0,
263,398,5.0,,36.0,15.0,7.0,2.0
264,281,,,,26.0,,
264,136,,,26.0,14.0,6.0,
264,238,,,27.0,12.0,12.0,
264,3,,,22.0,11.0,,
264,288,,,,13.0,,
264,7,,,,10.0,,
264,412,,,,12.0,,
265,358,,,,14.0,5.0,3.0
265,110,,,,13.0,,
265,364,,,,18.0,,
265,259,,,,13.0,,
265,339,,,,12.0,,
265,453,,,,12.0,,
265,317,,,,9.0,,
265,393,,,,16.0,,
265,168,,,,9.0,,
265,160,,,,19.0,,
265,153,8.0,,,40.0,6.0,
265,255,,,,14.0,,
266,432,,,,14.0,3.0,
266,3,,,,8.0,4.0,
266,277,,,,14.0,3.0,
266,197,,,,18.0,4.0,
266,209,3.0,,,23.0,5.0,
266,49,4.0,2.0,,18.0,6.0,
266,336,6.0,,,32.0,3.0,
267,390,3.0,,24.0,21.0,,3.0
268,414,4.0,,,9.0,9.0,1.0
268,446,4.0,1.0,,16.0,,2.0
268,358,,,,13.0,,
268,131,,,,10.0,,2.0
268,522,1.0,,21.0,22.0,2.0,
268,151,5.0,2.0,,17.0,6.0,3.0
268,306,2.0,,,13.0,5.0,1.0
268,479,2.0,,,11.0,10.0,
268,449,3.0,,,17.0,7.0,2.0
268,340,5.0,,,19.0,2.0,
268,77,11.0,2.0,,10.0,11.0,2.0
268,177,1.0,1.0,,21.0,9.0,3.0
269,242,7.0,,,17.0,4.0,
269,390,,,,27.0,,
269,13,,,,23.0,13.0,
269,174,,,,23.0,13.0,
269,452,7.0,,,21.0,,
269,500,6.0,,,19.0,8.0,
270,213,4.0,,,34.0,3.0,1.0
270,345,3.0,,,11.0,6.0,6.0
270,510,,,,15.0,8.0,
270,444,11.0,,,19.0,2.0,1.0
270,320,1.0,,,15.0,3.0,
270,545,,,,22.0,1.0,
270,414,1.0,,,10.0,7.0,1.0
270,359,4.0,,,13.0,16.0,1.0
270,527,2.0,,18.0,12.0,1.0,2.0
270,138,9.0,,,36.0,11.0,2.0
271,238,,,,15.0,15.0,
271,281,6.0,,,40.0,7.0,
271,360,,,,,,
272,187,,,,,,
272,501,,,,14.0,,
272,62,,,,25.0,14.0,
273,56,,,36.0,29.0,,
273,489,,,,24.0,,
273,59,,,,,4.0,
274,288,,,,18.0,,
274,115,1.0,,,,,
274,58,6.0,,,20.0,6.0,
274,240,9.0,,25.0,21.0,,5.0
275,175,3.0,,34.0,12.0,7.0,
275,413,,,,13.0,,3.0
275,265,5.0,,,30.0,5.0,3.0
275,163,,,,13.0,4.0,3.0
275,423,,4.0,,25.0,7.0,
275,39,,,36.0,19.0,4.0,
275,552,,,,12.0,6.0,
275,428,1.0,1.0,,10.0,5.0,1.0
276,526,,,,12.0,2.0,
276,81,6.0,,35.0,25.0,2.0,
276,327,,,,12.0,,4.0
276,448,,,,17.0,6.0,1.0
276,49,7.0,1.0,,2.0,6.0,
276,273,,,,17.0,1.0,
276,336,,,,18.0,,
276,96,1.0,1.0,,20.0,,
277,272,,,,18.0,,
277,35,,,,21.0,,
277,89,,,,16.0,,
278,447,6.0,,46.0,36.0,11.0,
278,11,,,,29.0,,
278,459,4.0,,32.0,39.0,11.0,
278,200,10.0,,,27.0,,
279,246,3.0,,,29.0,,
279,355,2.0,2.0,,12.0,9.0,
279,42,1.0,,,11.0,5.0,1.0
279,24,,1.0,18.0,6.0,6.0,
279,421,3.0,1.0,,15.0,7.0,
279,227,2.0,,,16.0,9.0,1.0
279,49,,,,12.0,4.0,5.0
279,196,1.0,1.0,,10.0,9.0,3.0
279,327,4.0,,,12.0,6.0,
279,448,1.0,3.0,,24.0,6.0,
280,443,,,,12.0,10.0,
280,73,,1.0,,9.0,12.0,
280,166,2.0,,,18.0,3.0,
280,426,4.0,,,16.0,7.0,2.0
280,472,,,32.0,31.0,7.0,2.0
280,2,6.0,,,14.0,7.0,1.0
280,345,,,,19.0,11.0,
280,3,5.0,1.0,,20.0,8.0,2.0
280,67,5.0,,25.0,17.0,2.0,
281,58,4.0,,,23.0,8.0,
281,555,4.0,,,16.0,5.0,
281,547,5.0,,,23.0,,3.0
281,458,6.0,2.0,,13.0,15.0,1.0
281,340,8.0,,,28.0,,2.0
281,77,,,,13.0,,
281,177,,,,13.0,,
282,275,7.0,,,,,
282,310,5.0,,38.0,25.0,5.0,
282,488,,,14.0,2.0,,
282,500,,,17.0,6.0,,
282,85,5.0,,,23.0,13.0,1.0
282,338,7.0,1.0,,23.0,1.0,
283,406,,,,20.0,,
283,266,2.0,2.0,,20.0,5.0,
283,146,5.0,,,26.0,6.0,2.0
283,250,,,,24.0,,
283,467,2.0,,,23.0,10.0,2.0
283,430,,,,13.0,11.0,
283,312,2.0,,,19.0,2.0,
284,316,10.0,,,29.0,,1.0
284,380,2.0,,,9.0,7.0,
284,375,1.0,,,8.0,1.0,
284,145,3.0,,,27.0,5.0,
284,155,,,,15.0,9.0,1.0
284,108,3.0,,,12.0,5.0,2.0
284,189,2.0,,,15.0,9.0,
284,404,4.0,,,20.0,16.0,
284,368,2.0,,,,,
284,59,5.0,,,21.0,2.0,1.0
284,476,3.0,,,12.0,3.0,1.0
285,362,2.0,,,15.0,7.0,1.0
285,372,4.0,,,26.0,2.0,2.0
285,242,5.0,,,14.0,3.0,1.0
285,206,3.0,,,11.0,5.0,1.0
285,162,2.0,1.0,,15.0,6.0,
285,390,2.0,,,21.0,1.0,1.0
285,360,4.0,,,11.0,,1.0
285,175,,,,,,2.0
285,178,1.0,,,7.0,6.0,
285,44,,,,,3.0,
285,416,,,,,3.0,
285,314,,,,,,
285,60,3.0,,,18.0,2.0,1.0
285,540,2.0,1.0,,15.0,5.0,
286,514,,,,20.0,,
286,118,,,,13.0,,
286,128,,,,16.0,,
286,485,,,,16.0,,
286,374,,,,17.0,,
286,402,,,,13.0,2.0,
286,24,,,,14.0,9.0,
286,137,4.0,,,32.0,4.0,1.0
286,381,,,,21.0,,
286,114,,,,10.0,,
286,82,,,,8.0,,
286,19,,,,8.0,,
287,250,,,,28.0,,
287,136,,,,18.0,,
288,108,3.0,,,21.0,5.0,
288,404,,,,12.0,10.0,
288,508,,,,13.0,11.0,
288,62,9.0,,,25.0,6.0,
288,406,13.0,,,,9.0,
288,266,,,,23.0,,
288,146,,,,24.0,,5.0
289,288,2.0,,,14.0,6.0,
289,3,8.0,,,22.0,9.0,
289,141,2.0,,,19.0,2.0,
289,197,4.0,,,16.0,2.0,
289,403,,3.0,,33.0,10.0,
289,464,,,,3.0,,
289,413,,,,22.0,,
290,418,2.0,,36.0,30.0,13.0,2.0
290,459,,,,29.0,,
291,534,,,,15.0,10.0,
291,315,5.0,,,24.0,10.0,
291,35,,,,24.0,7.0,
292,299,,,,21.0,10.0,
292,275,,,,12.0,6.0,
292,310,7.0,,,19.0,,2.0
292,390,,,,17.0,,
292,500,,,,17.0,,
292,110,,,15.0,10.0,,
292,452,,,,18.0,,
292,132,8.0,,,20.0,,
292,340,,,,18.0,,5.0
293,57,2.0,3.0,,12.0,2.0,
293,363,,,,20.0,,
293,415,,,,18.0,,
293,335,14.0,,,18.0,11.0,
293,504,,,,24.0,11.0,
294,419,,,,27.0,16.0,
294,213,,,,21.0,11.0,
295,54,7.0,3.0,,22.0,10.0,2.0
295,22,,,,14.0,3.0,
295,287,,2.0,,20.0,7.0,
295,48,8.0,,,19.0,13.0,2.0
295,398,8.0,,,30.0,7.0,
296,250,5.0,,,23.0,,
296,430,3.0,3.0,,16.0,,1.0
296,126,,,,28.0,,
296,460,8.0,,,15.0,5.0,
296,241,3.0,,,15.0,9.0,
296,267,,,,12.0,10.0,
296,331,5.0,,,19.0,4.0,
296,200,5.0,,,18.0,3.0,
297,287,,,,13.0,13.0,
297,85,,,,18.0,12.0,2.0
297,318,5.0,,,17.0,,
297,164,3.0,,34.0,18.0,,
297,527,,,,18.0,11.0,
297,138,10.0,,,16.0,,
297,324,,,,13.0,5.0,
298,207,,,,,4.0,
298,169,,,,,,4.0
298,96,,,,16.0,14.0,
298,522,2.0,,,22.0,9.0,
298,451,,,22.0,14.0,12.0,1.0
299,153,,,30.0,13.0,,
299,170,,,30.0,19.0,,
299,390,,,25.0,27.0,,
299,418,,,,29.0,9.0,
299,459,,4.0,35.0,27.0,,5.0
299,541,,,,12.0,,
300,137,,,36.0,17.0,,5.0
300,381,7.0,,38.0,23.0,5.0,
300,175,,,31.0,17.0,9.0,
300,180,,,27.0,16.0,12.0,
300,163,,,,15.0,1.0,
301,514,1.0,,,27.0,4.0,
301,118,,,,,10.0,
301,128,2.0,3.0,,29.0,17.0,
301,294,,,,14.0,,
301,241,,,,14.0,,
301,267,,,,14.0,11.0,
301,200,,,,10.0,,
301,331,,,,11.0,,
302,514,,,,25.0,,
302,62,7.0,,,21.0,6.0,
302,335,,,27.0,,,
302,499,,,,20.0,,
303,530,2.0,1.0,27.0,11.0,5.0,3.0
303,464,2.0,2.0,,17.0,8.0,
303,39,,,,16.0,5.0,
303,175,6.0,2.0,33.0,22.0,5.0,2.0
303,212,3.0,2.0,,16.0,,2.0
303,265,9.0,,,18.0,5.0,4.0
304,174,,,,23.0,16.0,
304,263,,,,17.0,,
304,452,7.0,,,16.0,4.0,2.0
304,500,4.0,2.0,,20.0,4.0,2.0
304,175,,,,22.0,8.0,2.0
304,212,2.0,,,14.0,,
304,215,2.0,,,5.0,2.0,
304,540,,,12.0,11.0,2.0,
305,189,4.0,1.0,,24.0,5.0,5.0
305,469,3.0,,,25.0,14.0,
305,404,,3.0,,12.0,10.0,
305,165,1.0,,,20.0,6.0,
306,168,,,,6.0,9.0,
306,501,,,,10.0,,
306,153,9.0,,,10.0,,
306,160,,,,10.0,,
306,130,,,34.0,,,
306,198,,,26.0,32.0,,
306,2,,,,22.0,5.0,3.0
306,345,5.0,,,20.0,12.0,
306,3,,5.0,,24.0,8.0,
306,288,,,,19.0,5.0,
306,412,9.0,,,10.0,,
307,463,,,12.0,17.0,,
307,62,9.0,,,20.0,8.0,
307,335,9.0,,,15.0,7.0,3.0
307,499,3.0,,,17.0,,3.0
308,49,,,,23.0,,
308,336,12.0,,,17.0,,
308,207,7.0,1.0,44.0,28.0,,1.0
308,125,,2.0,,18.0,20.0,
308,555,6.0,,,11.0,,4.0
308,547,,,,22.0,,
309,46,3.0,,,9.0,9.0,4.0
309,272,1.0,,,18.0,8.0,
309,299,1.0,,,,6.0,1.0
309,244,6.0,1.0,,18.0,3.0,1.0
309,161,5.0,,,8.0,7.0,
309,438,1.0,,,14.0,5.0,
309,553,2.0,,,23.0,7.0,3.0
309,534,,,,9.0,5.0,
309,530,,1.0,,3.0,8.0,
309,199,5.0,2.0,,4.0,6.0,2.0
309,315,2.0,,,11.0,1.0,1.0
309,101,4.0,,,10.0,4.0,1.0
310,62,5.0,5.0,,30.0,11.0,
310,272,,,,11.0,11.0,
310,335,12.0,,,24.0,6.0,
310,504,,,,8.0,8.0,
310,125,2.0,,,20.0,18.0,
310,240,,,,,,
310,420,2.0,,,11.0,,
311,174,,,,8.0,10.0,
311,17,,,,20.0,,
311,452,,,,5.0,,
311,410,,,,18.0,,
311,263,,,,12.0,,
311,385,,,,13.0,,
311,308,,,,9.0,,
311,48,8.0,1.0,,16.0,13.0,3.0
311,398,4.0,,,22.0,7.0,1.0
311,489,,,,10.0,9.0,
312,423,,1.0,,12.0,,
312,57,2.0,3.0,,12.0,2.0,
312,363,,,,20.0,,
312,122,,,,13.0,6.0,
312,415,1.0,,,18.0,2.0,
312,335,14.0,,,18.0,11.0,
312,504,,,,24.0,11.0,
313,419,3.0,,37.0,12.0,9.0,
314,175,,7.0,,35.0,9.0,2.0
314,212,,,,27.0,,
314,60,12.0,,,15.0,,
314,180,,,,15.0,12.0,
314,281,,,,26.0,,
314,111,,,,11.0,,
314,73,,,,12.0,10.0,
314,81,,,,8.0,,
314,265,4.0,,,4.0,,
314,22,,,,13.0,,
315,110,,,40.0,12.0,13.0,
315,364,,,39.0,34.0,,
315,81,7.0,,,27.0,,
315,452,,,,25.0,,
316,398,,,36.0,27.0,,
316,446,,,34.0,34.0,,
316,413,,,16.0,4.0,4.0,
317,3,,,,31.0,10.0,
318,320,,,,9.0,,
318,213,1.0,,37.0,39.0,4.0,2.0
318,124,,,,8.0,10.0,
318,457,6.0,1.0,,15.0,,
318,460,3.0,,,11.0,6.0,2.0
318,295,2.0,,,11.0,7.0,
318,271,3.0,,,13.0,4.0,1.0
318,362,1.0,1.0,,11.0,12.0,
318,495,,,,8.0,9.0,
318,360,,,,22.0,10.0,1.0
318,242,,,,8.0,7.0,
318,372,,,,22.0,,
319,299,,7.0,,,14.0,
319,244,,,,27.0,,
319,310,2.0,,,22.0,,
319,448,,,,16.0,,
320,75,6.0,,,18.0,,
320,329,,,,17.0,9.0,
320,62,,,,29.0,10.0,
320,272,,,,20.0,11.0,
320,335,,,,,,2.0
321,447,4.0,,,25.0,5.0,
321,443,,,,,4.0,
321,73,,,,19.0,,
321,526,,,,28.0,,
322,430,3.0,2.0,,8.0,9.0,
322,460,3.0,,,,2.0,2.0
322,157,2.0,,,10.0,2.0,1.0
322,58,1.0,,,18.0,10.0,1.0
322,125,,,,7.0,16.0,
322,282,,,,9.0,,
322,240,9.0,,,9.0,3.0,
322,547,1.0,,,12.0,1.0,1.0
322,207,1.0,,,19.0,2.0,
323,213,4.0,,,31.0,11.0,3.0
323,510,,2.0,,16.0,5.0,
323,124,,,,11.0,,
323,457,,,,,4.0,
323,81,,,,,,
323,452,5.0,,,24.0,8.0,
323,13,4.0,,,15.0,7.0,4.0
323,174,,6.0,41.0,19.0,18.0,
324,534,,,,,5.0,
325,527,8.0,,39.0,17.0,9.0,1.0
325,139,,,27.0,,10.0,
325,412,8.0,,,22.0,4.0,1.0
325,3,,,27.0,15.0,5.0,
326,479,3.0,,,,20.0,
326,340,5.0,,,22.0,,
326,177,3.0,2.0,,,3.0,2.0
326,418,,,,16.0,,
326,393,,,,18.0,9.0,
327,501,,2.0,23.0,,,
327,153,2.0,,,20.0,3.0,
327,168,,,,,,
327,35,,,,18.0,,
327,89,5.0,,,25.0,10.0,
327,456,,,,18.0,,
328,215,3.0,,,21.0,5.0,
328,175,,,,12.0,9.0,
328,180,,2.0,,14.0,13.0,2.0
328,163,4.0,,,13.0,5.0,1.0
328,503,5.0,,,9.0,3.0,
328,212,,,,10.0,5.0,
328,108,3.0,,,23.0,4.0,1.0
328,413,,,,13.0,,
328,404,,2.0,,17.0,23.0,
328,59,5.0,,,23.0,1.0,1.0
328,309,,,,10.0,,
329,35,,1.0,,19.0,5.0,2.0
329,89,5.0,,,24.0,,
329,77,,,,17.0,,4.0
329,340,5.0,,,,,
329,479,,,,10.0,,
329,306,,,,10.0,,
330,307,,,,15.0,,
330,58,4.0,,,20.0,11.0,
330,485,6.0,,,7.0,6.0,
331,414,,,,14.0,,
331,359,,,,11.0,11.0,
331,527,,,,40.0,,
331,138,14.0,,,29.0,,
331,423,3.0,,,25.0,11.0,4.0
331,57,,,,20.0,11.0,
331,464,,,,11.0,,
331,318,,,,,5.0,
331,208,8.0,,,10.0,,
331,465,,5.0,,12.0,10.0,
331,363,,,,11.0,,
332,281,2.0,,,,,
332,81,,,,,,2.0
332,151,,,14.0,10.0,,
332,306,3.0,,,23.0,,3.0
332,340,10.0,,,23.0,,
333,514,1.0,2.0,,28.0,5.0,
333,485,12.0,,,8.0,12.0,1.0
333,468,,,,14.0,,
333,10,,,,12.0,,
333,154,3.0,,43.0,26.0,4.0,3.0
333,189,,,,12.0,,
333,415,2.0,1.0,20.0,1.0,3.0,1.0
333,88,6.0,,41.0,24.0,7.0,4.0
334,62,,,,24.0,7.0,
334,335,7.0,,,36.0,12.0,
334,271,6.0,,,19.0,4.0,
334,390,,,,44.0,,
335,11,,,,18.0,7.0,
335,53,10.0,,,13.0,,
335,541,,,30.0,17.0,,
335,236,,,,19.0,10.0,
335,282,,,,22.0,,
335,240,,,,15.0,,
336,315,1.0,,34.0,21.0,4.0,2.0
336,82,,,,14.0,8.0,
336,114,,,,21.0,,
337,333,,,33.0,10.0,10.0,
337,137,5.0,,,23.0,,
337,381,6.0,,,30.0,7.0,
337,175,11.0,4.0,,15.0,12.0,2.0
337,212,,,,27.0,,
337,314,,,,17.0,,
338,514,5.0,,,18.0,8.0,
338,345,4.0,,,16.0,,
338,513,,,,29.0,3.0,2.0
338,10,,,,24.0,9.0,3.0
338,338,9.0,,,11.0,,
338,180,,,,15.0,,
338,404,,2.0,,17.0,14.0,2.0
338,368,,,,15.0,,
338,142,8.0,,35.0,20.0,,
338,280,,,,15.0,4.0,
339,213,3.0,3.0,,24.0,11.0,2.0
339,345,3.0,2.0,,10.0,9.0,
339,510,1.0,3.0,,11.0,4.0,
339,320,,,,9.0,,
339,444,7.0,,,24.0,3.0,3.0
339,85,,,,11.0,5.0,
339,432,,,,4.0,,
339,389,,,,4.0,,
339,3,,,,23.0,,
339,277,,,,3.0,,
339,397,1.0,1.0,,13.0,4.0,
339,141,,,,15.0,2.0,3.0
339,387,,,,8.0,,
339,209,4.0,,,18.0,5.0,
339,1,,,,8.0,,
340,49,4.0,,,12.0,4.0,
340,196,,,,11.0,7.0,5.0
340,336,7.0,,,10.0,5.0,
340,76,,,,13.0,,
340,320,,,,17.0,,
340,444,10.0,,,10.0,,
340,457,3.0,,,16.0,,
341,301,2.0,,,10.0,4.0,
341,523,2.0,,,9.0,7.0,2.0
341,501,,,,6.0,11.0,
341,187,1.0,1.0,,,,2.0
341,391,2.0,,,12.0,1.0,1.0
341,343,,,,11.0,6.0,
341,174,,2.0,,18.0,18.0,1.0
341,499,3.0,2.0,,20.0,7.0,2.0
341,452,5.0,,,27.0,5.0,1.0
341,410,5.0,2.0,,11.0,3.0,2.0
341,500,3.0,3.0,,16.0,2.0,1.0
342,418,4.0,2.0,,25.0,6.0,1.0
342,170,4.0,,,21.0,5.0,1.0
342,393,1.0,1.0,35.0,21.0,,
342,528,,,,11.0,,
342,534,,,,18.0,,
342,199,,,,13.0,,
342,7,,,,19.0,,
342,490,1.0,1.0,26.0,15.0,7.0,
343,452,6.0,,,27.0,,
343,263,,,,17.0,,
343,500,,,24.0,24.0,,
343,2,,,,18.0,,
343,430,,3.0,,6.0,10.0,
343,250,,,,32.0,,
344,413,,,,20.0,,
344,403,,,,23.0,,
344,208,17.0,,,9.0,,
344,318,,,,18.0,,
344,151,,,30.0,,,
344,306,,,,13.0,,
344,458,,2.0,,19.0,12.0,
344,449,,,,26.0,,
344,340,,,,24.0,,
344,77,,,30.0,14.0,,
345,189,,,,14.0,,
345,108,,,,14.0,,
345,404,,,,8.0,17.0,
345,476,,,,9.0,,
345,96,,,,13.0,,
345,309,,,,12.0,,
345,238,,,,28.0,,
345,262,,,,15.0,,
345,487,,,,17.0,7.0,
345,281,12.0,,,16.0,,
345,53,9.0,,,5.0,,
345,332,,,,12.0,,
346,345,,,,21.0,9.0,
346,3,,3.0,,24.0,,
346,530,,3.0,,13.0,11.0,2.0
346,476,9.0,,,10.0,7.0,
347,301,,,,10.0,,
347,469,,,,28.0,18.0,
347,204,,,,13.0,,
347,231,,6.0,21.0,,,
348,281,5.0,,30.0,28.0,4.0,3.0
348,81,7.0,,24.0,18.0,7.0,
348,415,,,,12.0,,
348,335,8.0,,29.0,28.0,5.0,
349,244,,,,20.0,,
349,188,,,14.0,,,
349,534,,,,18.0,7.0,
350,447,3.0,,,19.0,3.0,1.0
350,443,2.0,,,16.0,7.0,4.0
350,136,4.0,,,27.0,2.0,1.0
350,56,11.0,,24.0,17.0,5.0,1.0
350,414,2.0,,,8.0,8.0,1.0
350,359,1.0,1.0,,16.0,8.0,
350,527,5.0,,29.0,18.0,2.0,
350,138,11.0,,,23.0,2.0,1.0
350,198,1.0,,,13.0,2.0,1.0
351,501,,,,8.0,,
351,153,8.0,,,36.0,5.0,
351,54,,,,28.0,17.0,
351,281,6.0,,,24.0,11.0,1.0
352,213,5.0,,36.0,36.0,10.0,
352,48,,,,21.0,,
352,398,7.0,,35.0,28.0,6.0,
353,501,,,35.0,12.0,12.0,
353,153,4.0,1.0,36.0,32.0,3.0,1.0
353,540,,,15.0,18.0,8.0,
353,479,4.0,,,24.0,12.0,4.0
353,449,,,38.0,16.0,,
353,340,2.0,,38.0,30.0,2.0,
354,333,6.0,1.0,,11.0,10.0,1.0
354,114,2.0,,,19.0,4.0,
354,291,7.0,,,12.0,7.0,2.0
354,444,8.0,,,13.0,2.0,2.0
354,361,1.0,,,13.0,6.0,1.0
354,391,3.0,,17.0,18.0,1.0,1.0
355,385,3.0,,,14.0,12.0,
355,48,,,,16.0,7.0,4.0
355,398,,,,33.0,,
355,174,,4.0,,10.0,15.0,
355,499,5.0,,,24.0,,
355,452,10.0,,,22.0,6.0,
355,500,5.0,,,10.0,6.0,
356,430,,5.0,24.0,,7.0,
356,157,3.0,,20.0,3.0,,
356,463,3.0,,28.0,19.0,,
357,63,,,,6.0,,
357,467,,,19.0,,,
357,430,3.0,1.0,,14.0,14.0,
357,250,3.0,1.0,32.0,24.0,7.0,1.0
357,463,,,,6.0,,
357,179,,,,16.0,,
357,246,,3.0,,13.0,,
357,331,9.0,1.0,31.0,18.0,4.0,3.0
357,549,,,,18.0,,
357,119,,,20.0,12.0,10.0,
358,447,,,,,,
358,466,,,,17.0,,
358,375,5.0,,,15.0,6.0,
358,301,,,,20.0,,
358,436,,,,,,
358,180,,,36.0,23.0,18.0,
358,404,,,29.0,7.0,13.0,
358,368,,,,20.0,,
358,142,,,,12.0,,
359,19,5.0,,,12.0,7.0,
359,279,2.0,,,10.0,,
359,340,10.0,,32.0,22.0,5.0,
359,177,,2.0,,12.0,,
359,316,7.0,,,20.0,6.0,2.0
359,419,,,,19.0,12.0,
359,145,2.0,,,30.0,3.0,
359,102,,,26.0,12.0,6.0,
360,1,,,,12.0,6.0,
360,11,1.0,,,31.0,5.0,1.0
360,459,4.0,1.0,,35.0,17.0,6.0
360,200,12.0,,,14.0,4.0,2.0
360,292,3.0,,,14.0,9.0,
360,188,,,29.0,10.0,6.0,
360,534,3.0,,,23.0,5.0,
360,185,,,,9.0,17.0,5.0
360,199,4.0,,,20.0,3.0,2.0
360,7,4.0,,,25.0,2.0,2.0
360,384,,,17.0,13.0,11.0,
361,462,,,,15.0,,
361,523,,,,13.0,12.0,
361,458,,,,17.0,,
361,369,,,,18.0,,
361,391,6.0,,,22.0,,
361,534,,,,16.0,6.0,
361,321,,,,8.0,19.0,
361,457,,,,18.0,,
361,53,11.0,,,13.0,,
362,68,3.0,,,13.0,4.0,
362,320,,,27.0,18.0,,
362,462,,,,17.0,,
362,523,,,,12.0,9.0,
362,444,11.0,,,17.0,3.0,
362,92,,,,12.0,,
363,301,4.0,,43.0,25.0,7.0,1.0
363,523,5.0,,,21.0,9.0,2.0
363,370,,,,17.0,9.0,
363,381,,,,,,
364,48,4.0,,,31.0,8.0,
364,398,,,,34.0,,
364,489,,,37.0,,,
364,58,5.0,,42.0,43.0,10.0,2.0
364,125,,,,20.0,19.0,
365,246,,,,32.0,,
365,156,,,37.0,21.0,,
365,225,,,,18.0,,
365,321,,,,15.0,,
365,364,,,,23.0,,
365,132,,,,41.0,,
366,527,2.0,,39.0,23.0,2.0,2.0
366,138,9.0,,,24.0,,
366,369,6.0,,37.0,6.0,5.0,
366,444,,,,26.0,,
367,358,,,,23.0,,
367,132,9.0,2.0,,11.0,4.0,
367,451,3.0,,,17.0,15.0,3.0
367,175,6.0,2.0,,28.0,8.0,
367,180,3.0,2.0,,14.0,8.0,3.0
367,540,,,,17.0,,
368,299,,,,12.0,9.0,
368,244,3.0,,,18.0,5.0,1.0
368,310,4.0,,,22.0,3.0,1.0
368,161,1.0,,,10.0,5.0,1.0
368,388,4.0,,,13.0,2.0,2.0
368,111,,,,14.0,4.0,
368,73,,,,8.0,,
368,265,,,,8.0,5.0,
368,22,1.0,,,20.0,5.0,
368,53,4.0,,,12.0,3.0,
368,51,1.0,,,10.0,6.0,2.0
369,11,,,,25.0,,
369,459,4.0,,,,,
369,333,,,33.0,22.0,4.0,
369,7,3.0,,17.0,,,
369,3,,,12.0,11.0,6.0,
